cnt,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,hum,windspeed,days_since_2011
3228,WINTER,2012,DEZ,NO HOLIDAY,SUN,NO WORKING DAY,MISTY,10.055849,90.5417,10.584325,708
5170,WINTER,2012,DEZ,NO HOLIDAY,MON,WORKING DAY,MISTY,12.484151,92.5,12.750636,709
5501,WINTER,2012,DEZ,NO HOLIDAY,TUE,WORKING DAY,MISTY,8.606651,59.6667,19.834479,710
5319,WINTER,2012,DEZ,NO HOLIDAY,WED,WORKING DAY,MISTY,5.9825,53.8333,10.916779,711
5532,WINTER,2012,DEZ,NO HOLIDAY,THU,WORKING DAY,GOOD,5.904151,48.5833,11.666643,712
5611,WINTER,2012,DEZ,NO HOLIDAY,FRI,WORKING DAY,GOOD,5.238349,64.2917,8.792343,713
5047,WINTER,2012,DEZ,NO HOLIDAY,SAT,NO WORKING DAY,GOOD,7.235849,65.0417,7.12545,714
3786,WINTER,2012,DEZ,NO HOLIDAY,SUN,NO WORKING DAY,MISTY,9.0375,83.875,6.749714,715
4585,WINTER,2012,DEZ,NO HOLIDAY,MON,WORKING DAY,MISTY,10.486651,90.7083,6.5833061,716
5557,WINTER,2012,DEZ,NO HOLIDAY,TUE,WORKING DAY,GOOD,11.309151,66.625,14.834068,717
5267,WINTER,2012,DEZ,NO HOLIDAY,WED,WORKING DAY,GOOD,7.6275,62.5417,12.334164,718
4128,WINTER,2012,DEZ,NO HOLIDAY,THU,WORKING DAY,MISTY,7.51,66.7917,8.875021,719
3623,SPRING,2012,DEZ,NO HOLIDAY,FRI,WORKING DAY,MISTY,7.353349,55.6667,25.083661,720
1749,SPRING,2012,DEZ,NO HOLIDAY,SAT,NO WORKING DAY,GOOD,4.494151,44.125,27.292182,721
1787,SPRING,2012,DEZ,NO HOLIDAY,SUN,NO WORKING DAY,GOOD,3.554151,51.5417,8.916561,722
920,SPRING,2012,DEZ,NO HOLIDAY,MON,WORKING DAY,MISTY,2.871288,79.1304,5.1744368,723
1013,SPRING,2012,DEZ,HOLIDAY,TUE,NO WORKING DAY,MISTY,5.691288,73.4783,11.304642,724
441,SPRING,2012,DEZ,NO HOLIDAY,WED,WORKING DAY,RAIN/SNOW/STORM,3.436651,82.3333,21.208582,725
2114,SPRING,2012,DEZ,NO HOLIDAY,THU,WORKING DAY,MISTY,3.945849,65.2917,23.458911,726
3095,SPRING,2012,DEZ,NO HOLIDAY,FRI,WORKING DAY,MISTY,3.906651,59,10.416557,727
1341,SPRING,2012,DEZ,NO HOLIDAY,SAT,NO WORKING DAY,MISTY,3.906651,75.2917,8.333661,728
1796,SPRING,2012,DEZ,NO HOLIDAY,SUN,NO WORKING DAY,GOOD,4.024151,48.3333,23.500518,729
2729,SPRING,2012,DEZ,NO HOLIDAY,MON,WORKING DAY,MISTY,2.144151,57.75,10.374682,730
